"ensembl_gene_id"	"mgi_symbol"	"gene_biotype"	"description"	"P.Value_NAC_FENT_INPUT"	"P.Value_NAC_SAL_INPUT"	"P.Value_PFC_FENT_INPUT"	"P.Value_PFC_SAL_INPUT"	"P.Value_INPUT_F_FENT"	"P.Value_INPUT_M_FENT"	"P.Value_INPUT_FENT"	"logFC_NAC_FENT_INPUT"	"logFC_NAC_SAL_INPUT"	"logFC_PFC_FENT_INPUT"	"logFC_PFC_SAL_INPUT"	"logFC_INPUT_F_FENT"	"logFC_INPUT_M_FENT"	"logFC_INPUT_FENT"
"ENSMUSG00000021763"	"Cspg4b"	"protein_coding"	"chondroitin sulfate proteoglycan 4B [Source:MGI Symbol;Acc:MGI:3040697]"	6.47540825309009e-08	2.1848089383091e-07	0.0072675553085792	0.000188273287454048	0.370298505914483	0.491537590026772	0.263945977680403	0.857579668708509	0.901958444190382	0.39812075518191	0.597621936738878	0.177383168585152	0.136001433725312	0.156692301155232
"ENSMUSG00000021764"	"Ndufs4"	"protein_coding"	"NADH:ubiquinone oxidoreductase core subunit S4 [Source:MGI Symbol;Acc:MGI:1343135]"	5.5938788362293e-10	7.12368246172449e-09	0.000317897202981816	0.00135582803325492	0.38319233044818	0.864482062184384	0.618916508528462	-0.57952915254315	-0.586008642319875	-0.308979174045185	-0.284754936979074	0.0974209320227919	-0.0190080897507583	0.0392064211360168
"ENSMUSG00000021765"	"Fst"	"protein_coding"	"follistatin [Source:MGI Symbol;Acc:MGI:95586]"	0.0140876139704848	0.470966524454785	0.147736267824128	0.014639008745497	0.995392213605829	0.47137547037298	0.607310305530839	-0.651442288913	-0.207159354369257	0.389338757098746	0.699469792738776	0.00211219934710527	0.264004859068391	0.133058529207748
"ENSMUSG00000021768"	"Dusp13b"	"protein_coding"	"dual specificity phosphatase 13B [Source:MGI Symbol;Acc:MGI:1351599]"	2.93013738606238e-17	6.87621745743846e-16	1.53005731758247e-17	3.90364659804714e-17	0.766245168540987	0.712035419710667	0.63763170178713	-2.32581119058687	-2.38793926998643	-2.4345569176612	-2.49504878040679	-0.0831097587011669	-0.103212383405855	-0.093161071053511
"ENSMUSG00000021770"	"Samd8"	"protein_coding"	"sterile alpha motif domain containing 8 [Source:MGI Symbol;Acc:MGI:1914880]"	4.3569305859738e-10	1.24139792608815e-06	5.95368617011286e-05	1.11811192926261e-09	0.550834617869628	0.785769552648174	0.539406625521394	0.380912437791549	0.305669705946814	0.227661766259083	0.398166331970448	0.0433527342862785	0.0197307442862185	0.0315417392862485
"ENSMUSG00000021772"	"Nkiras1"	"protein_coding"	"NFKB inhibitor interacting Ras-like protein 1 [Source:MGI Symbol;Acc:MGI:1916971]"	0.0752947244281374	0.11551122216168	2.936626741938e-07	0.000101703761762871	0.27886273370971	0.337577729615152	0.150546145877249	0.125804620441101	0.123059252343501	0.413870975768956	0.312687481389458	-0.107403977090484	-0.0950116309109932	-0.101207804000738
"ENSMUSG00000021773"	"Comtd1"	"protein_coding"	"catechol-O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916406]"	0.93765717344808	0.85801808383368	0.00847184331281598	0.00248609658836927	0.536122837095004	0.416029731099504	0.88982609298489	0.00912491935850923	0.0231418179896103	0.326086497995855	0.396407691750197	-0.102239185139409	0.1345627930409	0.0161618039507458
"ENSMUSG00000021774"	"Ube2e1"	"protein_coding"	"ubiquitin-conjugating enzyme E2E 1 [Source:MGI Symbol;Acc:MGI:107411]"	0.00226800535167681	0.0244080282680346	0.0102589088178862	0.821110915151795	0.81927693263276	0.481930801051385	0.736474453097716	-0.229226411098446	-0.18396295293722	-0.196357431011002	-0.0176260215560484	-0.023318719243151	0.0719047268740098	0.0242930038154294
"ENSMUSG00000021775"	"Nr1d2"	"protein_coding"	"nuclear receptor subfamily 1, group D, member 2 [Source:MGI Symbol;Acc:MGI:2449205]"	0.589576506738383	0.493553541149978	0.273223043829262	0.0523453979556854	0.0448247479252016	0.318472166019843	0.034760482431419	0.0281649859570501	0.0396616168106365	0.0591937185157714	-0.111047442061067	0.150509355818524	0.0738798161166585	0.112194585967591
"ENSMUSG00000021779"	"Thrb"	"protein_coding"	"thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743]"	3.80163258104425e-09	3.30463231450903e-08	0.107266683089553	0.0155474441191581	0.874110873821698	0.98833884771273	0.918990089944258	0.772480466991627	0.787521950975792	0.188665744253789	0.301140393830547	0.0251875210161261	-0.00232324216363455	0.0114321394262458
"ENSMUSG00000021782"	"Dlg5"	"protein_coding"	"discs large MAGUK scaffold protein 5 [Source:MGI Symbol;Acc:MGI:1918478]"	1.80181001024046e-26	6.56898449869933e-25	1.18003529770239e-21	8.20697257786663e-19	0.174965465360045	0.645642680416807	0.522110827676705	1.27190830167971	1.31303478880948	1.04601660096003	0.94949996756901	-0.132881673834343	0.0447367949391522	-0.0440724394475955
"ENSMUSG00000021785"	"Ngly1"	"protein_coding"	"N-glycanase 1 [Source:MGI Symbol;Acc:MGI:1913276]"	0.00452258966755035	0.0291092080815938	0.0163751385799647	0.78539863387712	0.736135657831844	0.0922574094509346	0.152482423966336	0.244410504185498	0.205313967229123	0.210900714543714	0.0244682389875854	-0.0396535393663688	-0.200419437458189	-0.120036488412279
"ENSMUSG00000021786"	"Oxsm"	"protein_coding"	"3-oxoacyl-ACP synthase, mitochondrial [Source:MGI Symbol;Acc:MGI:1918397]"	0.00405968819395973	0.0167595182137892	0.000624494292777889	0.1799156082256	0.229053428317066	0.42474158308671	0.158609728302782	0.344090841046763	0.314105215673614	0.428596042282801	0.168713591282288	-0.197835178969435	-0.130840859787198	-0.164338019378316
"ENSMUSG00000021792"	"Prxl2a"	"protein_coding"	"peroxiredoxin like 2A [Source:MGI Symbol;Acc:MGI:1917814]"	1.33531719095353e-16	2.63214393380027e-15	5.7990583281106e-10	6.92103933506366e-10	0.758721384154852	0.815908733468096	0.95803333923032	-0.822026246392379	-0.846197086912102	-0.548822921997851	-0.571583048096656	0.0314771051495768	-0.0238538337351368	0.00381163570721998
"ENSMUSG00000021794"	"Glud1"	"protein_coding"	"glutamate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:95753]"	6.94386273091311e-08	2.21955262062943e-07	2.11974257377992e-08	0.00035649225255878	0.103184167552326	0.559874372635849	0.118294242158767	0.296458555580843	0.312497084609045	0.320808914017475	0.197070482152724	-0.112749054540613	-0.0399439454263106	-0.0763464999834618
"ENSMUSG00000021796"	"Bmpr1a"	"protein_coding"	"bone morphogenetic protein receptor, type 1A [Source:MGI Symbol;Acc:MGI:1338938]"	0.398902775224382	0.889429217932413	0.00377066334159591	0.0027417048956014	0.554994785977823	0.714922226737576	0.499592350203014	-0.0534350995634547	-0.00973486834668735	-0.195455078016641	-0.212314570922401	0.0527975211445675	0.0326396798854027	0.0427186005149851
"ENSMUSG00000021799"	"Opn4"	"protein_coding"	"opsin 4 (melanopsin) [Source:MGI Symbol;Acc:MGI:1353425]"	6.60658635837627e-19	7.77260333667738e-17	9.4959663470743e-15	8.55387219861204e-17	0.890470114208617	0.639061912525792	0.814587741493872	-3.4446666049334	-3.41662974312825	-2.81627588577321	-3.32094851713491	0.0522001483440881	-0.177934492980685	-0.0628671723182982
"ENSMUSG00000021803"	"Cdhr1"	"protein_coding"	"cadherin-related family member 1 [Source:MGI Symbol;Acc:MGI:2157782]"	0.0404635749230171	0.076450676179765	0.0457295117352891	0.0100975399487037	0.498429233349373	0.159072097932236	0.600328482427327	0.500144716685096	0.477285767258634	0.502235204717097	0.68531198046625	-0.229999979753816	0.481542718327414	0.125771369286799
"ENSMUSG00000021804"	"Rgr"	"protein_coding"	"retinal G protein coupled receptor [Source:MGI Symbol;Acc:MGI:1929473]"	9.05253276390854e-29	7.92077224887555e-27	7.1617387017194e-29	1.89228866508643e-27	0.860035895902791	0.950674513059334	0.866251763195928	-4.11546548908229	-4.18521247362023	-4.26114320169844	-4.19263768470501	0.0500646372630422	0.0175617106742783	0.0338131739686602
"ENSMUSG00000021806"	"Nid2"	"protein_coding"	"nidogen 2 [Source:MGI Symbol;Acc:MGI:1298229]"	0.0168889244696618	0.41264614632834	0.193244886906266	0.323448494534434	0.131960323761236	0.149765727851532	0.0389050285764367	-0.608956779332492	0.226590555446138	-0.336014702106854	-0.266407108765671	0.535090738127562	0.511203546930959	0.52314714252926
"ENSMUSG00000021807"	"Rtraf"	"protein_coding"	"RNA transcription, translation and transport factor [Source:MGI Symbol;Acc:MGI:1915295]"	3.11118822187619e-07	6.72800004675488e-05	1.31692752978177e-05	0.0311495520893219	0.883369878071109	0.752731204407632	0.744080562683472	-0.399680814011308	-0.329640876560482	-0.339685344054697	-0.16537056919006	0.0144512788230484	0.0310447860085397	0.022748032415794
"ENSMUSG00000021809"	"Nudt13"	"protein_coding"	"nudix hydrolase 13 [Source:MGI Symbol;Acc:MGI:1914975]"	0.00341773784317313	0.176287175149016	0.0772665449475992	0.0495233610333997	0.658020257168222	0.0827432855824539	0.354461949089352	-0.357054736104403	-0.177650199671744	-0.216984743226099	-0.253557374415955	-0.0736654080686598	0.292206139150393	0.109270365540866
"ENSMUSG00000021810"	"Ecd"	"protein_coding"	"ecdysoneless cell cycle regulator [Source:MGI Symbol;Acc:MGI:1917851]"	4.80569349147904e-12	1.47065616678427e-07	4.12765254739592e-12	2.58251630102633e-11	0.0273684367777824	0.334089418715375	0.0257045414710048	0.540465654234151	0.414821987811033	0.559633739892208	0.554503075340027	-0.200853142180223	-0.0864740833993132	-0.143663612789768
"ENSMUSG00000021814"	"Anxa7"	"protein_coding"	"annexin A7 [Source:MGI Symbol;Acc:MGI:88031]"	4.22427315580955e-11	6.11871649155297e-12	1.00804995484577e-11	5.82133076227995e-09	0.00102357494833082	0.531021442972143	0.0504300288280005	0.517588391744723	0.609142281143861	0.557840076679478	0.471730983599968	0.314063891690598	-0.0572970626386642	0.128383414525967
"ENSMUSG00000021816"	"Ppp3cb"	"protein_coding"	"protein phosphatase 3, catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:107163]"	0.38135390242425	0.323806343231813	0.0431010051061091	0.338532197993854	0.452748475579176	0.977917343678525	0.581594642971101	0.0461612272598053	0.0577331691901608	-0.111510392603199	0.0545457328155625	0.0559447048592121	0.00205751828327472	0.0290011115712434
"ENSMUSG00000021819"	"Zswim8"	"protein_coding"	"zinc finger SWIM-type containing 8 [Source:MGI Symbol;Acc:MGI:1919156]"	2.26122165309941e-31	2.9142784697022e-26	5.27206168327892e-27	1.36835595135992e-23	0.00281284456506892	0.773957017622474	0.0191562748976777	1.26442741058531	1.11948486188295	1.07627183410495	0.963993248721537	-0.241789710172037	-0.0223813760655425	-0.13208554311879
"ENSMUSG00000021820"	"Camk2g"	"protein_coding"	"calcium/calmodulin-dependent protein kinase II gamma [Source:MGI Symbol;Acc:MGI:88259]"	5.0269867615124e-05	0.000176069416422334	1.1299321092247e-05	0.000331617827338608	0.74482833499165	0.0840802093535967	0.14588138747829	0.283500783849496	0.287781831562903	0.32048013047681	0.266880439734473	-0.0299904049190038	-0.161137648682719	-0.0955640268008615
"ENSMUSG00000021823"	"Vcl"	"protein_coding"	"vinculin [Source:MGI Symbol;Acc:MGI:98927]"	0.0294721123221762	0.00331104192948841	8.62308381143222e-06	0.000292609418111777	0.0325719763240644	0.591705461899655	0.248214495110285	0.169516509959351	0.257840402211862	0.38137039908088	0.315851897907105	0.235177780320099	-0.0579533404176189	0.0886122199512398
"ENSMUSG00000021824"	"Ap3m1"	"protein_coding"	"adaptor-related protein complex 3, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1929212]"	0.0459917992558689	0.120995902363147	0.0100165292678338	0.486203873772561	0.964237067364181	0.281850103511659	0.46456697790169	0.152773478685657	0.130734121406251	0.205553318340043	0.0567350398603694	0.00477321781249795	-0.115127745489748	-0.0551772638386252
"ENSMUSG00000021830"	"Txndc16"	"protein_coding"	"thioredoxin domain containing 16 [Source:MGI Symbol;Acc:MGI:1917811]"	0.0158686891816769	0.00788796558382418	0.0575144129043977	0.843692452506897	0.431311312207424	0.570329677293265	0.87601395890793	-0.152696893458775	-0.187480156509495	0.122781890835771	-0.013155103491107	0.0689132118925473	-0.0496393166422955	0.0096369476251259
"ENSMUSG00000021831"	"Ero1a"	"protein_coding"	"endoplasmic reticulum oxidoreductase 1 alpha [Source:MGI Symbol;Acc:MGI:1354385]"	0.311674680359235	0.208292022971216	0.0254606378495202	0.857900623099086	0.149417119277607	0.699423649156606	0.451219705677748	0.0616779847550681	0.0852480650729919	-0.142801157506478	0.0117406132422162	0.124845852604268	-0.0331648350737668	0.0458405087652505
"ENSMUSG00000021838"	"Samd4"	"protein_coding"	"sterile alpha motif domain containing 4 [Source:MGI Symbol;Acc:MGI:1921730]"	1.87665013423628e-17	9.92879492566178e-15	1.49412031659314e-15	5.37114328878607e-13	0.0382278326080013	0.313649226226873	0.03043403425988	0.805782428911441	0.764719974405025	0.746414622636497	0.668449814709525	-0.202194569107524	-0.0969430778240765	-0.1495688234658
"ENSMUSG00000021840"	"Mapk1ip1l"	"protein_coding"	"mitogen-activated protein kinase 1 interacting protein 1-like [Source:MGI Symbol;Acc:MGI:2444022]"	2.39123745228312e-09	2.68452286606257e-07	3.9938686554291e-07	3.4090833032831e-06	0.159570974708013	0.486033410161892	0.138166397341119	0.528061047017595	0.483804630995099	0.441704965293458	0.416259024643572	-0.151518674713002	-0.0745718588730986	-0.11304526679305
"ENSMUSG00000021843"	"Ktn1"	"protein_coding"	"kinectin 1 [Source:MGI Symbol;Acc:MGI:109153]"	0.0415214837445561	0.634763255521062	8.36691397551717e-05	0.131528772891642	0.772568542995113	0.623974008751654	0.581821735293398	0.101767177084075	0.025859311698806	0.21264109321153	0.08067976046914	-0.0200569372466743	-0.0340428399348252	-0.0270498885907497
"ENSMUSG00000021848"	"Otx2"	"protein_coding"	"orthodenticle homeobox 2 [Source:MGI Symbol;Acc:MGI:97451]"	0.0353259349665882	0.0200603490611122	0.707868303347192	0.254647038712416	0.726939100861921	0.671496151654631	0.95768472422537	-0.462792429281332	-0.569250609078987	0.0833999794038469	-0.266974993597048	-0.106622626664779	0.129522453862357	0.0114499135987887
"ENSMUSG00000021852"	"Slc35f4"	"protein_coding"	"solute carrier family 35, member F4 [Source:MGI Symbol;Acc:MGI:1922538]"	0.0837744344107556	0.498399728764321	0.0261392588371144	0.402176655076413	0.611662781082257	0.252832413772101	0.65034806334827	0.195201962578687	0.0838246349533753	0.260974226463311	0.101158324992994	0.0801172709926448	-0.181252408540042	-0.0505675687736984
"ENSMUSG00000021866"	"Anxa11"	"protein_coding"	"annexin A11 [Source:MGI Symbol;Acc:MGI:108481]"	0.795463366979603	0.848394583057095	0.0378872909135545	0.00736438563971512	0.829541890397895	0.77062054357965	0.720112669910592	-0.0474989248510158	0.0388305185800641	-0.399257041372662	-0.54675602522613	0.055783981359903	0.0755598672412559	0.0656719243005792
"ENSMUSG00000021868"	"Ppif"	"protein_coding"	"peptidylprolyl isomerase F (cyclophilin F) [Source:MGI Symbol;Acc:MGI:2145814]"	0.0219994952838484	0.11629461286913	1.74526913830335e-08	9.16518066424518e-06	0.302463992708969	0.910186220512013	0.514728392620563	0.172117439518335	0.12930346111209	0.491126524463779	0.383524899817078	-0.107650555715011	0.0117241308340938	-0.0479632124404585
"ENSMUSG00000021870"	"Slmap"	"protein_coding"	"sarcolemma associated protein [Source:MGI Symbol;Acc:MGI:1933549]"	1.04712736255715e-17	1.35614277658814e-14	1.03799100101455e-15	8.85347753893849e-14	0.929228308524771	0.433963783765512	0.623152349053461	0.538184243842351	0.499693348437753	0.496261729905898	0.462993680377307	0.00560553613626791	-0.0495086162570439	-0.021951540060388
"ENSMUSG00000021876"	"Rnase4"	"protein_coding"	"ribonuclease, RNase A family 4 [Source:MGI Symbol;Acc:MGI:1926217]"	2.23151910236495e-09	1.00958098618086e-07	6.72075011695208e-08	8.41377648734024e-07	0.297387130666371	0.307405059504412	0.146468052487968	-1.39694158212046	-1.33290185495976	-1.26087578697916	-1.17904913399848	0.295100154848483	0.288994126252532	0.292047140550507
"ENSMUSG00000021877"	"Arf4"	"protein_coding"	"ADP-ribosylation factor 4 [Source:MGI Symbol;Acc:MGI:99433]"	0.477025040614483	0.0315365498397185	0.484280826492442	0.425881260395438	0.774644627440567	0.342977392133851	0.63824990715759	-0.0476385533259114	-0.162530282095817	-0.0482960500673282	-0.0576493731627905	-0.0270767218701655	0.0899942252568593	0.0314587516933469
"ENSMUSG00000021879"	"Dnah12"	"protein_coding"	"dynein, axonemal, heavy chain 12 [Source:MGI Symbol;Acc:MGI:107720]"	0.496770601496118	0.184467450276428	0.0196961932811201	0.384011180428895	0.899090117913872	0.290862498770191	0.402261579715692	-0.256938388971509	-0.559368572899804	-0.928340575866598	-0.355950478715603	-0.0676770275535969	-0.566324400449314	-0.317000714001455
"ENSMUSG00000021880"	"Rnase6"	"protein_coding"	"ribonuclease, RNase A family, 6 [Source:MGI Symbol;Acc:MGI:1925666]"	0.464751007395354	0.183562854540243	0.536386395918309	0.0182317198666305	0.0770100905592631	0.458411836789774	0.0769024170164817	0.165134349660823	-0.334794172575198	-0.14386905759602	-0.588528973280891	-0.571146062307298	-0.236878824761606	-0.404012443534452
"ENSMUSG00000021884"	"Hacl1"	"protein_coding"	"2-hydroxyacyl-CoA lyase 1 [Source:MGI Symbol;Acc:MGI:1929657]"	0.0290507311548861	0.17173049840681	0.214580259455641	0.784788517047429	0.634747904038579	0.584733661276595	0.959584727619079	-0.329560446076806	-0.225955412142425	-0.190507404350246	0.0436541172447513	-0.0994927564191157	0.114487685096411	0.00749746433864784
"ENSMUSG00000021890"	"Eaf1"	"protein_coding"	"ELL associated factor 1 [Source:MGI Symbol;Acc:MGI:1921677]"	1.94027410293332e-12	3.41377287293999e-11	6.67689716213557e-11	1.70201143538645e-09	0.914029925847897	0.86046415061329	0.961738087941414	0.599167725190226	0.608924329686915	0.554161336431864	0.520219864068705	0.0103906587589835	-0.016920218431915	-0.00326477983646578
"ENSMUSG00000021891"	"Mettl6"	"protein_coding"	"methyltransferase 6, methylcytidine [Source:MGI Symbol;Acc:MGI:1914261]"	0.0646901985544099	0.00509696298806084	0.912947354486005	0.050890908614185	0.636557322019845	0.441870883153628	0.380631110786485	0.159830613373493	0.273814775392188	-0.00960947128922163	-0.182760466006409	-0.057036096034726	-0.0929727894330448	-0.0750044427338854
"ENSMUSG00000021892"	"Sh3bp5"	"protein_coding"	"SH3-domain binding protein 5 (BTK-associated) [Source:MGI Symbol;Acc:MGI:1344391]"	3.67064852152308e-05	5.95369522471016e-05	2.35079801946071e-10	5.0605140807746e-08	0.8669319700306	0.676634195376359	0.67937276162847	0.318126086802795	0.341684128049414	0.559440975701822	0.480272471456344	-0.0169688650407513	-0.0422627321876483	-0.0296157986141998
"ENSMUSG00000021893"	"Capn7"	"protein_coding"	"calpain 7 [Source:MGI Symbol;Acc:MGI:1338030]"	1.19736401605614e-17	5.39326320142097e-14	5.42778788972973e-12	6.59588096384588e-11	0.219872760462142	0.897165002563241	0.435584683648621	0.70662754329644	0.63441156896471	0.517431865276667	0.501745121919401	-0.102637160155842	0.0107442998198168	-0.0459464301680126
"ENSMUSG00000021895"	"Arhgef3"	"protein_coding"	"Rho guanine nucleotide exchange factor 3 [Source:MGI Symbol;Acc:MGI:1918954]"	1.15271705118216e-09	8.66224631366361e-06	2.52575632864969e-07	1.30087694338877e-08	0.495208219354275	0.954648859745306	0.658018570822482	-0.834678966788303	-0.625071122462701	-0.694523696940086	-0.823987035830038	0.112411782954103	-0.00935470908378289	0.0515285369351601
"ENSMUSG00000021900"	"Btd"	"protein_coding"	"biotinidase [Source:MGI Symbol;Acc:MGI:1347001]"	9.4542892345704e-06	0.00558530755487898	0.0348771623881272	0.0276454651154251	0.514071199070636	0.85487546261828	0.554718947591019	-0.641743537500527	-0.422423516715178	-0.294885731832484	-0.3231018889628	-0.123003184046502	-0.0344210725160636	-0.078712128281283
"ENSMUSG00000021901"	"Bap1"	"protein_coding"	"Brca1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1206586]"	5.90060672888255e-14	3.81542920238364e-14	3.05897712969377e-14	9.10946183718713e-11	0.392154937897682	0.606897179741295	0.808253111660257	0.423809600286283	0.475414298333646	0.444628444064801	0.368644361101286	-0.0529752929119338	0.0317889524759503	-0.0105931702179918
"ENSMUSG00000021902"	"Phf7"	"protein_coding"	"PHD finger protein 7 [Source:MGI Symbol;Acc:MGI:1919088]"	0.412113073256032	0.135438558577934	0.00109791380191334	0.35367461810296	0.202153707407155	0.65551087161487	0.554177181407122	-0.127328349218992	-0.258670733498001	-0.545207803581453	-0.155647052731699	0.281155835769653	-0.0977487878149954	0.0917035239773286
"ENSMUSG00000021904"	"Sema3g"	"protein_coding"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:MGI Symbol;Acc:MGI:3041242]"	6.21961043898719e-11	1.00768629854215e-12	6.19555425186235e-08	1.10200802295698e-10	0.324249972568672	0.571964844738963	0.764460259355541	-1.37278968098518	-1.72482586645013	-1.10048974810323	-1.45554696043448	0.242700562799818	-0.138762099091538	0.0519692318541398
"ENSMUSG00000021905"	"Dph3"	"protein_coding"	"diphthamine biosynthesis 3 [Source:MGI Symbol;Acc:MGI:1922658]"	5.8474944793606e-07	0.00260899343849574	0.000717634398556739	0.558846511079355	0.0567190950203404	0.615845369253001	0.31307528510073	-0.360772470558567	-0.224623892430683	-0.237112628677551	-0.0409362466118344	-0.177172395965487	0.0459878851157169	-0.0655922554248849
"ENSMUSG00000021908"	"Ncoa4-ps"	"transcribed_processed_pseudogene"	"nuclear receptor coactivator 4, pseudogene [Source:MGI Symbol;Acc:MGI:3648259]"	7.72387249239623e-09	1.93295266800591e-14	2.24327564035017e-11	7.45002423459132e-13	0.198684242034329	0.081267527839085	0.0337612407533363	0.346201640654711	0.573887735605663	0.43607700859499	0.505769464372414	0.0946975943125445	0.129207000334589	0.111952297323567
"ENSMUSG00000021910"	"Nisch"	"protein_coding"	"nischarin [Source:MGI Symbol;Acc:MGI:1928323]"	1.37826224518734e-23	7.51442316956005e-19	2.98541276790088e-20	4.85688798453385e-19	0.241540203907471	0.959861391340802	0.426479047642113	0.979991998989685	0.85949600288599	0.85867143385943	0.845672693107998	-0.10077804752628	0.0043056922562652	-0.0482361776350073
"ENSMUSG00000021911"	"Parg"	"protein_coding"	"poly (ADP-ribose) glycohydrolase [Source:MGI Symbol;Acc:MGI:1347094]"	1.42075390236901e-15	1.90847530725994e-12	5.19948000322741e-14	1.28032055378693e-10	0.782602614574697	0.216483385058558	0.284803515661441	0.60637407280919	0.553260864484594	0.569059811816626	0.473278307225434	-0.0221143936337596	-0.0996649789345581	-0.0608896862841588
"ENSMUSG00000021913"	"Ogdhl"	"protein_coding"	"oxoglutarate dehydrogenase-like [Source:MGI Symbol;Acc:MGI:3616088]"	1.4313973100999e-16	4.26692838065589e-16	1.60557593388573e-17	6.43962836045385e-13	0.850930803122648	0.778643931397184	0.947444388948348	0.718706004034714	0.775742170290683	0.780679947352115	0.622760981320382	-0.0168623889680894	0.025225588238512	0.00418159963521125
"ENSMUSG00000021917"	"Spcs1"	"protein_coding"	"signal peptidase complex subunit 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916269]"	2.70586823781268e-13	6.05962935584281e-10	1.03434221536379e-09	0.00016654513359847	0.877609418335535	0.556895577953926	0.600070811332047	-0.839083568382262	-0.733086677253344	-0.668964789052087	-0.389453855826104	0.0196229384573874	0.0749565900615945	0.0472897642594909
"ENSMUSG00000021918"	"Nek4"	"protein_coding"	"NIMA (never in mitosis gene a)-related expressed kinase 4 [Source:MGI Symbol;Acc:MGI:1344404]"	0.0044969859673657	0.100577286256935	0.146583988026839	0.132723945872603	0.457335970735782	0.538892648041744	0.337935507969565	0.208483727611654	0.130550660108904	0.107038152946435	0.116235787100462	-0.0746923082247193	-0.0617076225334525	-0.0681999653790859
"ENSMUSG00000021919"	"Chat"	"protein_coding"	"choline O-acetyltransferase [Source:MGI Symbol;Acc:MGI:88392]"	0.0536940471097694	0.0107970901433534	0.103390697420743	0.609456610497216	0.156050239050481	0.365611944775477	0.711800594717387	-0.670757480480797	-0.994360563031893	-0.580996277265203	0.189036023251389	-0.692374867960793	0.439373747238725	-0.126500560361034
"ENSMUSG00000021922"	"Itih4"	"protein_coding"	"inter alpha-trypsin inhibitor, heavy chain 4 [Source:MGI Symbol;Acc:MGI:109536]"	0.00129011252798911	0.000183298558258419	0.00663034897292131	0.0287656598066456	0.713350046463239	0.747145693633005	0.974602731874049	-1.22411577075335	-1.60291499142713	-1.0507729973848	-0.877048378494572	-0.189140614936222	0.165972984141889	-0.0115838153971662
"ENSMUSG00000021928"	"Ebpl"	"protein_coding"	"emopamil binding protein-like [Source:MGI Symbol;Acc:MGI:1915427]"	5.24655962542623e-24	6.20596201873756e-23	7.21005345154053e-25	1.15488784023483e-21	0.644877165145118	0.557469994127646	0.928922408992614	-1.78958575085398	-1.8859323284681	-1.92015489545501	-1.72805973227288	0.0706619291706954	-0.0899858658689361	-0.00966196834912036
"ENSMUSG00000021929"	"Kpna3"	"protein_coding"	"karyopherin subunit alpha 3 [Source:MGI Symbol;Acc:MGI:1100863]"	5.74664826503804e-12	2.09693853668914e-09	3.02104927101317e-09	1.94683422479052e-12	0.402673841919209	0.898281521903777	0.615268429669531	0.450968624949001	0.411926775005786	0.377917766388496	0.502977079879139	0.0627881676458619	-0.0095633941353368	0.0266123867552626
"ENSMUSG00000021932"	"Rnaseh2b"	"protein_coding"	"ribonuclease H2, subunit B [Source:MGI Symbol;Acc:MGI:1914403]"	0.000146300218947759	0.000556921326168247	0.00295306676720425	0.000100411557373476	0.364615398822185	0.599539542815928	0.786000990334041	-0.660727150510338	-0.658615898602936	-0.520318042214833	-0.733306043400197	0.210375785108166	-0.121558262970968	0.0444087610685993
"ENSMUSG00000021936"	"Mapk8"	"protein_coding"	"mitogen-activated protein kinase 8 [Source:MGI Symbol;Acc:MGI:1346861]"	1.37723408243098e-09	3.37585297894793e-08	2.41815373542534e-05	0.000259334452883191	0.749211040902612	0.273109343312364	0.580926009776856	0.4501134227656	0.441874006538323	0.296774320618381	0.263772290773316	0.0285491217146294	-0.0983288365730175	-0.034889857429194
"ENSMUSG00000021938"	"Pspc1"	"protein_coding"	"paraspeckle protein 1 [Source:MGI Symbol;Acc:MGI:1913895]"	0.0407307442284806	0.0218322117767423	0.877617175257965	0.724946881908446	0.406852619465024	0.394894048978387	0.987857897663193	-0.139710146843927	-0.174390111112304	-0.0106472870212366	-0.0255035978182736	-0.0789047952824546	0.0809462411519659	0.00102072293475564
"ENSMUSG00000021939"	"Ctsb"	"protein_coding"	"cathepsin B [Source:MGI Symbol;Acc:MGI:88561]"	2.0057792251014e-05	6.78218023001352e-05	0.161236080900905	0.176389052095697	0.252285689573314	0.855371161835121	0.347525988840711	-0.28143563874046	-0.288530777084045	-0.0888188660665783	0.0897662307575047	0.0993055906490685	0.0157254690283359	0.0575155298387022
"ENSMUSG00000021944"	"Gata4"	"protein_coding"	"GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]"	4.11363853416764e-07	3.27996115208267e-07	1.26463483678671e-07	2.03035935987105e-07	0.320309302707066	0.869336900631407	0.556205587087004	-1.16907709026515	-1.30972415314542	-1.27056440265636	-1.30393502886101	-0.291255732350071	0.048014025470113	-0.121620853439979
